name,path,size,checksum_md5,uuid,s3_key
PRA_IND_19131005_001.txt,BNR_VERIF/MED/MED_PRA/MED_PRA_LURA/PRA_IND/PRA_IND_1913,1,58c89562f58fd276f592420068db8c09,39621928e7f94f7f9276508d06a26b50,MED/MED_PRA/PRA_IND/1913/PRA_IND_19131005_001.txt
PRA_ERT_19031112_005.tif,BNR_SAUV/MED/MED_PRA/PRA_ERT,30289552,3add341d5ce3aa48d85df6ec0db1fa4b,7f189ef8b4244e3c9352d4f348141c68,MED/MED_PRA/PRA_ERT/1903/PRA_ERT_19031112_005.tif
PRA_ERT_19110411_003.xml,BNR_VERIF/MED/MED_PRA/MED_PRA_ALTO/PRA_ERT/PRA_ERT_1911,1408506,631328cef04904e8ef85a9f527aefba7,15ec10c5727f46f2a43f2363da0451dc,MED/MED_PRA/PRA_ERT/1911/PRA_ERT_19110411_003.xml
PRA_JRX_19010826_002.xml,BNR_VERIF/MED/MED_PRA/MED_PRA_ALTO/PRA_JRX/PRA_JRX_1901,1579163,616aa38055239b4443bafbf1a789f818,26e4d4f9dce34a8c88e017be63b51993,MED/MED_PRA/PRA_JRX/1901/PRA_JRX_19010826_002.xml
PRA_ERT_19200329_002.xml,BNR_VERIF/MED/MED_PRA/MED_PRA_ALTO/PRA_ERT/PRA_ERT_1920,1736879,bf24af613d6c6aac48ffddd43512406c,4543d07fdfd54c709d51d216757332d4,MED/MED_PRA/PRA_ERT/1920/PRA_ERT_19200329_002.xml
