name,path,size,checksum_md5,uuid,s3_key
PRA_JRX_18810801_002.txt,BNR_VERIF/MED/MED_PRA/MED_PRA_LURA/PRA_JRX/PRA_JRX_1881,1,58c89562f58fd276f592420068db8c09,7bf72ede1fef4d9a84628ea87f334db7,MED/MED_PRA/PRA_JRX/1881/PRA_JRX_18810801_002.txt
PRA_ERT_19310210_001.pdf,BNR_VERIF/MED/MED_PRA/MED_PRA_LURA/PRA_ERT/PRA_ERT_1931,945148,c5c145d5da94d110fa81f7001b87127e,0939247609a0447a881ecd48696fb8ce,MED/MED_PRA/PRA_ERT/1931/PRA_ERT_19310210_001.pdf
PRA_JRX_19250521_007.pdf,BNR_VERIF/MED/MED_PRA/MED_PRA_LURA/PRA_JRX/PRA_JRX_1925,812469,9b3114aa0262ff03b56b46138acf1207,45ed079004d44e47a3452e116a0a5246,MED/MED_PRA/PRA_JRX/1925/PRA_JRX_19250521_007.pdf
PRA_AVE_19000726_001.pdf,BNR_VERIF/MED/MED_PRA/MED_PRA_LURA/PRA_AVE/PRA_AVE_1900,251335,ffee4277d9ba42c8394b8e7cd8b5a959,ebe9f57d4f0a4c0283664452a43323e1,MED/MED_PRA/PRA_AVE/1900/PRA_AVE_19000726_001.pdf
PRA_ERT_19100303_003.txt,BNR_VERIF/MED/MED_PRA/MED_PRA_LURA/PRA_ERT/PRA_ERT_1910,91012,396fd9c971bc76712ad7b6a753b8e2d5,da87b3c25c974004a83ace72d947bed3,MED/MED_PRA/PRA_ERT/1910/PRA_ERT_19100303_003.txt
